Year,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1999,Turk Wendell,us US,B,R,80,0,74,80,80,0,0,0,0,0,0,0,0,0,0,0,0,
1999,Vance Wilson,us US,R,R,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
1999,Masato Yoshii,jp JP,R,R,31,29,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Benny Agbayani,us US,R,R,11,3,11,9,0,0,0,0,0,0,1,2,6,9,0,1,2,
1998,Edgardo Alfonzo,ve VE,R,R,144,136,144,144,0,0,0,0,144,1,0,0,0,0,0,2,0,
1998,Jermaine Allensworth,us US,R,R,34,12,34,31,0,0,0,0,0,0,4,4,25,31,0,5,7,
1998,Carlos Baerga,pr PR,B,R,147,135,147,144,0,0,0,144,0,0,0,0,0,0,0,7,0,
1998,Rich Becker,us US,L,L,49,23,49,41,0,0,0,0,0,0,17,14,13,41,0,16,4,
1998,Rigo Beltrán,mx MX,L,L,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Willie Blair,us US,R,R,11,2,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Brian Bohanon,us US,L,L,25,4,23,25,25,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Alberto Castillo,do DO,R,R,38,28,38,35,0,35,0,0,0,0,0,0,0,0,1,2,2,
1998,Brad Clontz,us US,R,R,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Dennis Cook,us US,L,L,73,0,70,73,73,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Jorge Fábregas,us US,L,R,20,5,20,12,0,12,0,0,0,0,0,0,0,0,0,9,0,
1998,John Franco,us US,L,L,61,0,58,61,61,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Matt Franco,us US,L,R,103,27,103,36,0,0,11,0,13,0,12,0,1,13,2,70,1,
1998,Shawn Gilbert,us US,R,R,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,2,1,
1998,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1998,Bernard Gilkey,us US,R,R,82,67,82,77,0,0,0,0,0,0,76,1,4,77,0,6,2,
1998,Todd Haney,us US,R,R,3,0,3,2,0,0,0,1,0,0,1,0,0,1,0,3,0,
1998,Lenny Harris,us US,L,R,75,36,75,72,0,0,1,2,10,0,21,1,53,65,0,16,3,
1998,John Hudek,us US,B,R,28,0,23,28,28,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Todd Hundley,us US,B,R,53,36,53,36,0,2,0,0,0,0,34,0,0,34,0,17,0,
1998,Butch Huskey,us US,R,R,113,95,113,103,0,0,0,0,0,0,0,0,103,103,1,16,0,
1998,Bobby Jones,us US,R,R,30,30,27,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Mike Kinkade,us US,R,R,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,
1998,Wayne Kirby,us US,L,R,26,4,26,19,0,0,0,0,0,0,3,4,12,19,0,10,3,
1998,Al Leiter,us US,L,L,28,28,27,28,28,0,0,0,0,0,0,0,0,0,0,0,0,CYA-6
1998,Luis López,pr PR,B,R,117,51,117,96,0,0,0,50,11,39,8,0,1,9,0,43,3,
1998,Greg McMichael,us US,R,R,52,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Brian McRae,us US,B,R,159,144,159,154,0,0,0,0,0,0,0,154,0,154,0,9,1,
1998,Ralph Milliard,cw CW,R,R,10,0,10,6,0,0,0,5,0,1,0,0,0,0,0,1,3,
1998,Dave Mlicki,us US,R,R,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1998,Hideo Nomo,jp JP,R,R,17,16,16,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
1998,John Olerud,us US,L,L,160,149,160,157,0,0,157,0,0,0,0,0,0,0,0,6,0,MVP-12
1998,Rey Ordóñez,cu CU,R,R,153,147,153,151,0,0,0,0,0,151,0,0,0,0,0,1,3,GG
1998,Craig Paquette,us US,R,R,7,4,7,5,0,0,2,0,4,0,1,0,0,1,0,2,0,
1998,Jay Payton,us US,R,R,15,3,15,9,0,0,0,0,0,0,8,0,1,9,0,6,3,
1998,Tony Phillips,us US,B,R,52,49,52,51,0,0,0,0,0,0,43,0,15,51,0,3,0,
1998,Mike Piazza,us US,R,R,109,103,109,99,0,99,0,0,0,0,0,0,0,0,4,6,0,"AS,MVP-14,SS"
1998,Todd Pratt,us US,R,R,41,11,41,18,0,16,3,0,0,0,0,0,0,0,0,24,0,
1998,Bill Pulsipher,us US,L,L,16,1,13,15,15,0,0,0,0,0,0,0,0,0,0,0,1,
1998,Rick Reed,us US,R,R,31,31,30,31,31,0,0,0,0,0,0,0,0,0,0,0,0,AS
1998,Armando Reynoso,mx MX,R,R,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Mel Rojas,do DO,R,R,50,0,49,50,50,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Tim Spehr,us US,R,R,21,15,21,21,0,21,1,0,0,0,0,0,0,0,0,0,0,
1998,Jeff Tam,us US,R,R,15,0,13,15,15,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Jim Tatum,us US,R,R,35,11,35,20,0,4,9,0,3,0,4,0,0,4,1,20,0,
1998,Turk Wendell,us US,B,R,66,0,62,66,66,0,0,0,0,0,0,0,0,0,0,0,0,
1998,Rick Wilkins,us US,L,R,5,4,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0,
1998,Preston Wilson,us US,R,R,8,6,8,7,0,0,0,0,0,0,4,2,1,7,0,1,1,
1998,Masato Yoshii,jp JP,R,R,29,29,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Juan Acevedo,mx MX,R,R,25,2,22,25,25,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Manny Alexander,do DO,R,R,54,39,54,53,0,0,0,31,1,26,0,0,0,0,0,2,5,
1997,Edgardo Alfonzo,ve VE,R,R,151,132,151,147,0,0,0,3,143,12,0,0,0,0,0,6,1,MVP-13
1997,Carlos Baerga,pr PR,B,R,133,122,133,131,0,0,0,131,0,0,0,0,0,0,0,8,0,
1997,Steve Bieser,us US,L,R,47,11,47,22,0,2,0,0,0,0,9,13,1,21,0,26,5,
1997,Brian Bohanon,us US,L,L,21,14,20,19,19,0,0,0,0,0,0,0,0,0,0,2,0,
1997,Toby Borland,us US,R,R,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Alberto Castillo,do DO,R,R,35,18,35,34,0,34,0,0,0,0,0,0,0,0,0,3,0,
1997,Mark Clark,us US,R,R,23,22,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Joe Crawford,us US,L,L,19,2,18,19,19,0,0,0,0,0,0,0,0,0,0,1,0,
1997,Carl Everett,us US,B,R,142,101,142,128,0,0,0,0,0,0,9,71,65,128,0,28,1,
1997,John Franco,us US,L,L,59,0,56,59,59,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Matt Franco,us US,L,R,112,24,112,52,0,0,13,0,39,0,1,0,0,1,1,71,0,
1997,Shawn Gilbert,us US,R,R,29,4,29,17,0,0,0,8,3,6,1,0,0,1,0,9,9,
1997,Bernard Gilkey,us US,R,R,145,136,145,136,0,0,0,0,0,0,136,1,0,136,2,8,0,
1997,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1997,Jason Hardtke,us US,B,R,30,9,30,22,0,0,0,21,1,0,0,0,0,0,0,11,0,
1997,Pete Harnisch,us US,B,R,6,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Todd Hundley,us US,B,R,132,118,132,122,0,122,0,0,0,0,0,0,0,0,2,12,1,AS
1997,Butch Huskey,us US,R,R,142,120,142,123,0,0,22,0,15,0,30,0,72,92,4,18,0,
1997,Jason Isringhausen,us US,R,R,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Lance Johnson,us US,L,L,72,62,72,66,0,0,0,0,0,0,0,66,0,66,0,8,0,
1997,Bobby Jones,us US,R,R,30,30,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0,AS
1997,Ricardo Jordan,us US,L,L,22,0,21,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Takashi Kashiwada,jp JP,L,L,35,0,32,35,35,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Cory Lidle,us US,R,R,54,2,51,54,54,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Luis López,pr PR,B,R,78,36,78,65,0,0,0,20,4,45,0,0,0,0,0,26,0,
1997,Barry Manuel,us US,R,R,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Greg McMichael,us US,R,R,73,0,70,73,73,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Brian McRae,us US,B,R,45,35,45,41,0,0,0,0,0,0,0,41,0,41,0,6,0,
1997,Carlos Mendoza,ve VE,L,L,15,2,15,3,0,0,0,0,0,0,2,3,0,3,0,5,7,
1997,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1997,Dave Mlicki,us US,R,R,33,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,1,
1997,Kevin Morgan,us US,R,R,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,
1997,Alex Ochoa,us US,R,R,113,54,113,88,0,0,0,0,0,0,0,4,84,88,1,31,3,
1997,John Olerud,us US,L,L,154,141,154,146,0,0,146,0,0,0,0,0,0,0,0,10,0,
1997,Rey Ordóñez,cu CU,R,R,120,112,120,118,0,0,0,0,0,118,0,0,0,0,0,2,3,GG
1997,Yorkis Pérez,do DO,L,L,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Roberto Petagine,ve VE,L,L,12,0,12,6,0,0,6,0,0,0,1,0,0,1,0,7,0,
1997,Todd Pratt,us US,R,R,39,28,39,36,0,36,0,0,0,0,0,0,0,0,0,3,0,
1997,Rick Reed,us US,R,R,33,31,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Armando Reynoso,mx MX,R,R,16,16,15,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Mel Rojas,do DO,R,R,23,0,21,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Gary Thurman,us US,R,R,11,0,11,7,0,0,0,0,0,0,3,4,1,7,0,5,3,
1997,Andy Tomberlin,us US,L,L,6,1,6,2,0,0,0,0,0,0,1,0,1,2,0,4,0,
1997,Ricky Trlicek,us US,R,R,9,0,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
1997,Turk Wendell,us US,B,R,13,0,12,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Edgardo Alfonzo,ve VE,R,R,123,85,123,111,0,0,0,66,36,15,0,0,0,0,0,18,3,
1996,Carlos Baerga,pr PR,B,R,26,20,26,22,0,0,16,1,6,0,0,0,0,0,0,6,0,
1996,Tim Bogar,us US,R,R,91,18,91,80,0,0,32,8,25,19,0,0,0,0,0,10,23,
1996,Rico Brogna,us US,L,L,55,49,55,52,0,0,52,0,0,0,0,0,0,0,0,5,0,
1996,Paul Byrd,us US,R,R,38,0,38,38,38,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Alberto Castillo,do DO,R,R,6,4,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,
1996,Mark Clark,us US,R,R,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Jerry Dipoto,us US,R,R,57,0,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Álvaro Espinoza,ve VE,R,R,48,33,48,46,0,0,1,3,37,7,0,0,0,0,0,4,0,
1996,Carl Everett,us US,B,R,101,36,101,55,0,0,0,0,0,0,9,15,37,55,0,51,3,
1996,John Franco,us US,L,L,51,0,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Matt Franco,us US,L,R,14,7,14,9,0,0,2,0,8,0,0,0,0,0,0,6,0,
1996,Mike Fyhrie,us US,R,R,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Bernard Gilkey,us US,R,R,153,151,153,151,0,0,0,0,0,0,151,0,0,151,0,2,0,MVP-14
1996,Charlie Greene,us US,R,R,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,
1996,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1996,Jason Hardtke,us US,B,R,19,13,19,18,0,0,0,18,0,0,0,0,0,0,0,5,0,
1996,Pete Harnisch,us US,B,R,32,31,32,31,31,0,0,0,0,0,0,0,0,0,0,0,1,
1996,Doug Henry,us US,R,R,58,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Todd Hundley,us US,B,R,153,142,153,150,0,150,0,0,0,0,0,0,0,0,0,10,0,"AS,MVP-18"
1996,Butch Huskey,us US,R,R,118,113,118,115,0,0,75,0,6,0,0,0,40,40,0,4,1,
1996,Jason Isringhausen,us US,R,R,27,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Lance Johnson,us US,L,L,160,156,160,157,0,0,0,0,0,0,0,157,0,157,0,4,0,"AS,MVP-18"
1996,Chris Jones,us US,R,R,89,22,89,70,0,0,5,0,0,0,17,8,44,66,0,26,9,
1996,Bobby Jones,us US,R,R,31,31,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Jeff Kent,us US,R,R,89,89,89,89,0,0,0,0,89,0,0,0,0,0,0,0,0,
1996,Bob MacDonald,us US,L,L,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Pedro Martínez,do DO,R,L,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Brent Mayne,us US,L,R,70,16,70,21,0,21,0,0,0,0,0,0,0,0,0,49,0,
1996,Blas Minor,us US,R,R,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Dave Mlicki,us US,R,R,51,2,51,51,51,0,0,0,0,0,0,0,0,0,0,1,0,
1996,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1996,Alex Ochoa,us US,R,R,82,72,82,76,0,0,0,0,0,0,0,0,76,76,0,5,2,
1996,Rey Ordóñez,cu CU,R,R,151,145,151,150,0,0,0,0,0,150,0,0,0,0,0,2,1,ROY-5
1996,Robert Person,us US,R,R,29,13,29,27,27,0,0,0,0,0,0,0,0,0,0,0,2,
1996,Roberto Petagine,ve VE,L,L,50,24,50,40,0,0,40,0,0,0,0,0,0,0,0,18,2,
1996,Kevin Roberson,us US,B,R,27,5,27,10,0,0,0,0,0,0,1,0,9,10,0,18,1,
1996,Andy Tomberlin,us US,L,L,63,5,63,18,0,0,1,0,0,0,9,0,8,17,0,51,2,
1996,Ricky Trlicek,us US,R,R,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
1996,José Vizcaíno,do DO,B,R,96,91,96,93,0,0,0,93,0,0,0,0,0,0,0,5,0,
1996,Derek Wallace,us US,R,R,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,
1996,Paul Wilson,us US,R,R,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Edgardo Alfonzo,ve VE,R,R,101,79,101,90,0,0,0,29,58,6,0,0,0,0,0,11,0,
1995,Jeff Barry,us US,B,R,15,0,15,2,0,0,0,0,0,0,1,0,1,2,0,13,0,
1995,Mike Birkbeck,us US,R,R,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Tim Bogar,us US,R,R,78,30,78,66,0,0,10,7,25,27,1,0,0,1,0,14,8,
1995,Bobby Bonilla,us US,B,R,80,79,80,79,0,0,10,0,46,0,31,0,0,31,0,1,0,AS
1995,Rico Brogna,us US,L,L,134,120,134,131,0,0,131,0,0,0,0,0,0,0,0,11,0,
1995,Damon Buford,us US,R,R,44,35,44,39,0,0,0,0,0,0,25,16,0,39,0,4,1,
1995,Brett Butler,us US,L,L,90,88,90,90,0,0,0,0,0,0,0,90,0,90,0,1,0,
1995,Paul Byrd,us US,R,R,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Alberto Castillo,do DO,R,R,13,9,13,12,0,12,0,0,0,0,0,0,0,0,0,0,1,
1995,Reid Cornelius,us US,R,R,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Jerry Dipoto,us US,R,R,58,0,58,58,58,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Carl Everett,us US,B,R,79,76,79,77,0,0,0,0,0,0,0,10,68,77,0,2,0,
1995,Don Florence,us US,R,L,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Brook Fordyce,us US,R,R,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
1995,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1995,John Franco,us US,L,L,48,0,48,48,48,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Eric Gunderson,us US,R,L,30,0,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Pete Harnisch,us US,B,R,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Doug Henry,us US,R,R,51,0,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Todd Hundley,us US,B,R,90,76,90,89,0,89,0,0,0,0,0,0,0,0,0,12,0,
1995,Butch Huskey,us US,R,R,28,28,28,28,0,0,0,0,27,0,1,0,0,1,0,0,0,
1995,Jason Isringhausen,us US,R,R,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,ROY-4
1995,Jason Jacome,us US,L,L,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Chris Jones,us US,R,R,79,40,79,57,0,0,5,0,0,0,25,0,28,52,0,33,0,
1995,Bobby Jones,us US,R,R,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Jeff Kent,us US,R,R,125,122,125,122,0,0,0,122,0,0,0,0,0,0,0,3,0,
1995,Aaron Ledesma,us US,R,R,21,4,21,13,0,0,2,0,10,2,0,0,0,0,0,11,1,
1995,Kevin Lomon,us US,R,R,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Josías Manzanillo,do DO,R,R,12,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Blas Minor,us US,R,R,35,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1995,Dave Mlicki,us US,R,R,29,25,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Alex Ochoa,us US,R,R,11,9,11,10,0,0,0,0,0,0,0,0,10,10,0,1,1,
1995,Joe Orsulak,us US,L,L,108,60,108,86,0,0,1,0,0,0,56,0,31,86,0,40,0,
1995,Ricky Otero,pr PR,B,L,35,8,35,23,0,0,0,0,0,0,15,9,0,23,0,11,5,
1995,Robert Person,us US,R,R,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Bill Pulsipher,us US,L,L,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Mike Remlinger,us US,L,L,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Bret Saberhagen,us US,R,R,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
1995,David Segui,us US,B,L,33,21,33,25,0,0,7,0,0,0,18,0,0,18,0,9,0,
1995,Bill Spiers,us US,L,R,63,7,63,17,0,0,0,6,11,0,0,0,0,0,0,48,0,
1995,Kelly Stinnett,us US,R,R,77,59,77,67,0,67,0,0,0,0,0,0,0,0,0,13,0,
1995,Dave Telgheder,us US,R,R,7,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
1995,Ryan Thompson,us US,R,R,75,74,75,74,0,0,0,0,0,0,11,38,31,74,0,1,0,
1995,José Vizcaíno,do DO,B,R,135,128,135,135,0,0,0,1,0,134,0,0,0,0,0,1,1,
1995,Pete Walker,us US,R,R,13,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Tim Bogar,us US,R,R,50,11,50,43,0,0,14,1,22,7,1,0,0,1,0,7,9,
1994,Bobby Bonilla,us US,B,R,108,107,108,107,0,0,0,0,107,0,0,0,0,0,0,1,0,
1994,Rico Brogna,us US,L,L,39,33,39,35,0,0,35,0,0,0,0,0,0,0,0,4,0,
1994,Jeromy Burnitz,us US,L,R,45,41,45,42,0,0,0,0,0,0,0,0,42,42,0,3,0,
1994,John Cangelosi,us US,B,L,62,21,62,50,0,0,0,0,0,0,24,13,19,50,0,26,3,
1994,Juan Castillo,ve VE,R,R,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
1994,John Franco,us US,L,L,47,0,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,"CYA-7,MVP-20"
1994,Dwight Gooden,us US,R,R,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Mauro Gozzo,us US,R,R,23,8,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Eric Gunderson,us US,R,L,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Shawn Hare,us US,L,L,22,8,22,14,0,0,0,0,0,0,14,0,0,14,0,9,0,
1994,Eric Hillman,us US,L,L,11,6,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Todd Hundley,us US,B,R,91,72,91,82,0,82,0,0,0,0,0,0,0,0,0,15,0,
1994,Jonathan Hurst,us US,R,R,7,0,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Jason Jacome,us US,L,L,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1994,Bobby Jones,us US,R,R,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,ROY-8
1994,Jeff Kent,us US,R,R,107,107,107,107,0,0,0,107,0,0,0,0,0,0,0,0,0,
1994,Jim Lindeman,us US,R,R,52,34,52,36,0,0,4,0,0,0,21,0,14,33,0,17,0,
1994,Doug Linton,us US,R,R,32,3,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Mike Maddux,us US,L,R,27,0,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Josías Manzanillo,do DO,R,R,37,0,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Roger Mason,us US,R,R,41,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Jeff McKnight,us US,B,R,31,0,31,2,0,0,2,0,0,0,0,0,0,0,0,31,0,
1994,Kevin McReynolds,us US,R,R,51,46,51,47,0,0,0,0,0,0,47,0,0,47,0,5,0,
1994,Joe Orsulak,us US,L,L,96,68,96,91,0,0,6,0,0,0,18,13,63,90,0,15,0,
1994,Rick Parker,us US,R,R,8,5,8,6,0,0,0,0,0,0,4,1,3,6,0,1,2,
1994,Mike Remlinger,us US,L,L,10,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Luis Rivera,pr PR,R,R,32,5,32,16,0,0,0,5,0,11,0,0,0,0,0,18,0,
1994,Bret Saberhagen,us US,R,R,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,"AS,CYA-3,MVP-22"
1994,David Segui,us US,B,L,92,89,92,92,0,0,78,0,0,0,19,0,2,21,0,1,0,
1994,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1994,Frank Seminara,us US,R,R,10,1,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Pete Smith,us US,R,R,21,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Kelly Stinnett,us US,R,R,47,41,47,44,0,44,0,0,0,0,0,0,0,0,0,4,0,
1994,Dave Telgheder,us US,R,R,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
1994,Ryan Thompson,us US,R,R,98,96,98,98,0,0,0,0,0,0,0,98,0,98,0,0,1,
1994,Fernando Viña,us US,L,R,79,21,79,38,0,0,0,13,12,9,6,0,0,6,0,40,4,
1994,José Vizcaíno,do DO,B,R,103,99,103,102,0,0,0,0,0,102,0,0,0,0,0,3,0,
1993,Kevin Baez,us US,R,R,52,38,52,52,0,0,0,0,0,52,0,0,0,0,0,1,1,
1993,Tim Bogar,us US,R,R,78,66,78,76,0,0,0,6,7,66,0,0,0,0,0,4,0,
1993,Bobby Bonilla,us US,B,R,139,137,139,139,0,0,6,0,52,0,0,0,85,85,0,2,0,AS
1993,Jeromy Burnitz,us US,L,R,86,73,86,79,0,0,0,0,0,0,0,21,60,79,0,10,0,
1993,Vince Coleman,us US,B,R,92,88,92,90,0,0,0,0,0,0,90,0,0,90,0,3,1,
1993,Mike Draper,us US,R,R,29,1,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Sid Fernandez,us US,L,L,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Tony Fernández,do DO,B,R,48,48,48,48,0,0,0,0,0,48,0,0,0,0,0,0,0,
1993,John Franco,us US,L,L,35,0,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Dave Gallagher,us US,R,R,99,44,99,80,0,0,9,0,0,0,19,39,20,72,0,32,2,
1993,Paul Gibson,us US,R,L,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Dwight Gooden,us US,R,R,30,29,30,29,29,0,0,0,0,0,0,0,0,0,0,1,0,
1993,Mauro Gozzo,us US,R,R,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Kenny Greer,us US,R,R,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Eric Hillman,us US,L,L,27,22,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
1993,Wayne Housie,us US,B,R,18,0,18,2,0,0,0,0,0,0,0,0,2,2,0,15,1,
1993,Todd Hundley,us US,B,R,130,105,130,123,0,123,0,0,0,0,0,0,0,0,0,19,0,
1993,Butch Huskey,us US,R,R,13,13,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,
1993,Jeff Innis,us US,R,R,67,0,67,67,67,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Darrin Jackson,us US,R,R,31,23,31,26,0,0,0,0,0,0,10,16,0,26,0,8,0,
1993,Howard Johnson,us US,B,R,72,67,72,67,0,0,0,0,67,0,0,0,0,0,0,4,1,
1993,Bobby Jones,us US,R,R,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Jeff Kaiser,us US,R,L,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
1993,Jeff Kent,us US,R,R,140,136,140,139,0,0,0,127,12,2,0,0,0,0,0,1,0,
