Year,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2012,Fred Lewis,us US,L,R,18,3,18,6,0,0,0,0,0,0,4,1,4,6,0,11,1,
2012,Zach Lutz,us US,R,R,7,1,7,1,0,0,1,0,0,0,0,0,0,0,0,6,0,
2012,Collin McHugh,us US,R,R,8,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Jenrry Mejía,do DO,R,R,5,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Daniel Murphy,us US,L,R,156,136,156,144,0,0,12,138,0,0,0,0,0,0,0,18,0,
2012,Mike Nickeas,ca CA,R,R,47,35,47,45,0,45,0,0,0,0,0,0,0,0,0,3,0,
2012,Jon Niese,us US,L,L,30,30,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Kirk Nieuwenhuis,us US,L,R,91,69,91,83,0,0,0,0,0,0,23,50,20,83,0,15,1,
2012,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2012,Garrett Olson,us US,R,L,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Bobby Parnell,us US,R,R,74,0,70,74,74,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Mike Pelfrey,us US,R,R,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Omar Quintanilla,us US,L,R,29,21,29,25,0,0,0,2,0,23,0,0,0,0,0,5,0,
2012,Elvin Ramírez,do DO,R,R,20,0,18,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Ramón Ramírez,do DO,R,R,58,0,57,58,58,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Jon Rauch,us US,R,R,73,0,68,73,73,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Vinny Rottino,us US,R,R,18,9,18,14,0,0,7,0,2,0,8,0,0,8,1,5,0,
2012,Johan Santana,ve VE,L,L,21,21,19,21,21,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Josh Satin,us US,R,R,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2012,Chris Schwinden,us US,R,R,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2012,Kelly Shoppach,us US,R,R,28,22,28,27,0,27,0,0,0,0,0,0,0,0,0,4,0,
2012,Rubén Tejada,pa PA,R,R,114,110,114,112,0,0,0,0,0,112,0,0,0,0,0,2,0,
2012,Josh Thole,us US,L,R,104,90,104,100,0,100,0,0,0,0,0,0,0,0,0,12,0,
2012,Andrés Torres,us US,B,R,132,102,132,124,0,0,0,0,0,0,0,124,0,124,1,10,5,
2012,Justin Turner,us US,R,R,94,31,94,43,0,0,11,14,11,10,0,0,0,0,0,56,1,
2012,Jordany Valdespin,do DO,L,R,94,34,94,56,0,0,0,16,0,4,21,11,10,39,2,48,2,
2012,David Wright,us US,R,R,156,155,156,155,0,0,0,0,155,1,0,0,0,0,0,1,0,"AS,MVP-6"
2012,Chris Young,us US,R,R,20,20,19,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Manny Acosta,pa PA,R,R,44,0,41,44,44,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Miguel Batista,do DO,R,R,9,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Mike Baxter,us US,L,R,22,7,22,13,0,0,0,0,0,0,3,0,10,13,0,8,1,
2011,Jason Bay,ca CA,R,R,123,121,123,122,0,0,0,0,0,0,122,0,0,122,0,0,1,
2011,Pedro Beato,do DO,R,R,60,0,56,60,60,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Carlos Beltrán,pr PR,B,R,98,94,98,91,0,0,0,0,0,0,0,0,91,91,3,4,0,"AS,MVP-20"
2011,Blaine Boyer,us US,R,R,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Taylor Buchholz,us US,R,R,23,0,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Tim Byrdak,us US,L,L,72,0,68,72,72,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Chris Capuano,us US,L,L,36,31,34,33,33,0,0,0,0,0,0,0,0,0,0,1,2,
2011,D.J. Carrasco,us US,R,R,42,1,38,42,42,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Ike Davis,us US,L,L,36,36,36,36,0,0,36,0,0,0,0,0,0,0,0,0,0,
2011,R.A. Dickey,us US,R,R,33,32,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Lucas Duda,us US,L,R,100,79,100,83,0,0,43,0,0,0,4,0,42,46,1,19,0,
2011,Brad Emaus,us US,R,R,14,10,14,11,0,0,0,11,0,0,0,0,0,0,0,3,0,
2011,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2011,Nick Evans,us US,R,R,59,42,59,49,0,0,45,0,2,0,1,0,8,9,0,14,0,
2011,Dillon Gee,us US,R,R,30,27,29,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Scott Hairston,us US,R,R,79,25,79,35,0,0,0,1,0,0,10,10,15,35,3,49,0,
2011,Willie Harris,us US,L,R,126,46,126,61,0,0,0,10,7,0,33,7,6,44,2,72,1,
2011,Danny Herrera,us US,L,L,16,0,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Chin-lung Hu,tw TW,R,R,22,2,22,11,0,0,0,10,0,1,0,0,0,0,0,12,3,
2011,Ryota Igarashi,jp JP,R,R,45,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Jason Isringhausen,us US,R,R,53,0,50,53,53,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Fernando Martínez,do DO,L,R,11,4,11,3,0,0,0,0,0,0,1,0,3,3,2,6,0,
2011,Pat Misch,us US,R,L,6,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Daniel Murphy,us US,L,R,109,90,109,99,0,0,52,24,28,0,1,0,0,1,0,19,0,
2011,Mike Nickeas,ca CA,R,R,21,15,21,20,0,20,0,0,0,0,0,0,0,0,0,2,0,
2011,Jon Niese,us US,L,L,29,26,28,27,27,0,0,0,0,0,0,0,0,0,0,1,1,
2011,Mike O'Connor,us US,L,L,9,0,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Ángel Pagán,pr PR,B,R,123,119,123,121,0,0,0,0,0,0,0,121,0,121,0,3,0,
2011,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2011,Bobby Parnell,us US,R,R,60,0,57,60,60,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Val Pascucci,us US,R,R,10,1,10,1,0,0,1,0,0,0,0,0,0,0,0,9,0,
2011,Ronny Paulino,do DO,R,R,78,56,78,68,0,68,0,0,0,0,0,0,0,0,0,19,0,
2011,Mike Pelfrey,us US,R,R,34,33,31,34,34,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Jason Pridie,us US,L,R,101,45,101,75,0,0,0,0,0,0,13,43,21,75,0,29,6,
2011,José Reyes,do DO,B,R,126,124,126,124,0,0,0,0,0,124,0,0,0,0,0,2,0,"AS,MVP-11"
2011,Francisco Rodríguez,ve VE,R,R,42,0,39,42,42,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Josh Satin,us US,R,R,15,4,15,9,0,0,8,0,1,0,0,0,0,0,0,9,1,
2011,Chris Schwinden,us US,R,R,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Josh Stinson,us US,R,R,14,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Rubén Tejada,pa PA,R,R,96,91,96,95,0,0,0,55,0,41,0,0,0,0,0,2,1,
2011,Dale Thayer,us US,R,R,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
2011,Josh Thole,us US,L,R,114,91,114,102,0,102,0,0,0,0,0,0,0,0,0,17,0,
2011,Justin Turner,us US,R,R,117,102,117,109,0,0,0,78,36,1,0,0,0,0,0,11,1,
2011,David Wright,us US,R,R,102,101,102,101,0,0,0,0,101,1,0,0,0,0,0,1,0,
2011,Chris Young,us US,R,R,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Manny Acosta,pa PA,R,R,41,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Joaquín Árias,do DO,R,R,22,5,22,16,0,0,0,13,0,2,1,0,0,1,0,8,3,
2010,Rod Barajas,us US,R,R,74,67,74,73,0,73,0,0,0,0,0,0,0,0,0,1,0,
2010,Jason Bay,ca CA,R,R,95,92,95,93,0,0,0,0,0,0,93,0,0,93,0,2,0,
2010,Carlos Beltrán,pr PR,B,R,64,58,64,61,0,0,0,0,0,0,0,61,0,61,0,5,0,
2010,Henry Blanco,ve VE,R,R,50,41,50,46,0,46,0,0,0,0,0,0,0,0,0,5,1,
2010,Chris Carter,us US,L,L,100,33,100,30,0,0,0,0,0,0,17,0,13,30,7,65,0,
2010,Luis Castillo,do DO,B,R,86,64,86,74,0,0,0,74,0,0,0,0,0,0,0,12,3,
2010,Frank Catalanotto,us US,L,R,25,1,25,1,0,0,1,0,0,0,1,0,0,1,0,24,0,
2010,Álex Cora,pr PR,L,R,62,41,62,52,0,0,2,47,0,6,0,0,0,0,0,13,1,
2010,Ike Davis,us US,L,L,147,141,147,146,0,0,146,0,0,0,0,0,0,0,0,5,0,ROY-7
2010,Elmer Dessens,mx MX,R,R,53,0,50,53,53,0,0,0,0,0,0,0,0,0,0,0,0,
2010,R.A. Dickey,us US,R,R,27,26,25,27,27,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Lucas Duda,us US,L,R,29,23,29,24,0,0,0,0,0,0,24,0,0,24,0,5,0,
2010,Nick Evans,us US,R,R,20,5,20,10,0,0,0,0,0,0,8,1,3,10,0,14,1,
2010,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2010,Jesús Feliciano,pr PR,L,L,54,19,54,35,0,0,0,0,0,0,13,12,14,35,0,22,1,
2010,Pedro Feliciano,pr PR,L,L,92,0,87,92,92,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Jeff Francoeur,us US,R,R,124,109,124,118,0,0,0,0,0,0,0,0,118,118,0,8,1,
2010,Dillon Gee,us US,R,R,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Sean Green,us US,R,R,11,0,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Luis Hernández,ve VE,B,R,17,11,17,15,0,0,0,10,2,4,0,0,0,0,0,3,0,
2010,Mike Hessman,us US,R,R,32,11,32,14,0,0,6,0,8,0,0,0,0,0,0,19,1,
2010,Ryota Igarashi,jp JP,R,R,34,0,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Mike Jacobs,us US,L,R,7,6,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,
2010,John Maine,us US,R,R,10,9,10,9,9,0,0,0,0,0,0,0,0,0,0,0,1,
2010,Fernando Martínez,do DO,L,R,7,5,7,6,0,0,0,0,0,0,6,0,2,6,0,1,0,
2010,Gary Matthews,us US,B,R,36,10,36,19,0,0,0,0,0,0,3,10,7,19,0,21,0,
2010,Jenrry Mejía,do DO,R,R,33,3,30,33,33,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Pat Misch,us US,R,L,12,6,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Mike Nickeas,ca CA,R,R,5,3,5,4,0,4,0,0,0,0,0,0,0,0,0,1,0,
2010,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2010,Jon Niese,us US,L,L,31,30,30,30,30,0,0,0,0,0,0,0,0,0,0,1,0,
2010,Fernando Nieve,ve VE,R,R,40,1,39,40,40,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Ángel Pagán,pr PR,B,R,151,139,151,145,0,0,0,0,0,0,27,94,33,145,0,6,3,
2010,Bobby Parnell,us US,R,R,41,0,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Mike Pelfrey,us US,R,R,34,33,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Óliver Pérez,mx MX,L,L,17,7,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
2010,José Reyes,do DO,B,R,133,132,133,133,0,0,0,0,0,133,0,0,0,0,0,1,0,AS
2010,Francisco Rodríguez,ve VE,R,R,53,0,48,53,53,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Johan Santana,ve VE,L,L,29,29,27,29,29,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Tobi Stoner,de DE,B,R,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Hisanori Takahashi,jp JP,L,L,53,12,51,53,53,0,0,0,0,0,0,0,0,0,0,0,0,
2010,Fernando Tatís,do DO,R,R,41,11,41,19,0,0,14,3,4,0,0,0,0,0,3,26,1,
2010,Rubén Tejada,pa PA,R,R,78,70,78,77,0,0,0,50,0,28,0,0,0,0,0,1,2,
2010,Josh Thole,us US,L,R,73,51,73,61,0,61,0,0,0,0,0,0,0,0,0,18,0,
2010,Justin Turner,us US,R,R,4,1,4,4,0,0,0,3,1,0,0,0,0,0,0,2,0,
2010,Raúl Valdés,cu CU,L,L,38,1,36,37,38,0,0,0,0,0,0,0,0,0,0,0,0,
2010,David Wright,us US,R,R,157,156,157,155,0,0,0,0,155,0,0,0,0,0,1,1,0,"AS,MVP-24"
2009,Carlos Beltrán,pr PR,B,R,81,80,81,77,0,0,0,0,0,0,0,77,0,77,3,1,0,AS
2009,Ángel Berroa,do DO,R,R,14,6,14,8,0,0,0,0,0,8,0,0,0,0,0,6,0,
2009,Lance Broadway,us US,R,R,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Emil Brown,us US,R,R,3,1,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0,
2009,Robinson Cancel,pr PR,R,R,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
2009,Luis Castillo,do DO,B,R,142,135,142,137,0,0,0,137,0,0,0,0,0,0,0,7,0,
2009,Ramón Castro,pr PR,R,R,26,21,26,23,0,23,0,0,0,0,0,0,0,0,0,3,0,
2009,Ryan Church,us US,L,L,67,58,67,64,0,0,0,0,0,0,0,6,60,64,0,6,0,
2009,Álex Cora,pr PR,L,R,82,67,82,73,0,0,1,19,0,56,0,0,0,0,0,10,1,
2009,Carlos Delgado,pr PR,L,R,26,25,26,25,0,0,25,0,0,0,0,0,0,0,0,1,0,
2009,Elmer Dessens,mx MX,R,R,28,0,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Nick Evans,us US,R,R,30,14,30,14,0,0,5,0,0,0,10,0,0,10,0,16,0,
2009,Pedro Feliciano,pr PR,L,L,88,0,82,88,88,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Nelson Figueroa,us US,B,R,16,10,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2009,Casey Fossum,us US,L,L,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Jeff Francoeur,us US,R,R,75,74,75,74,0,0,0,0,0,0,0,0,74,74,0,1,0,
2009,Sean Green,us US,R,R,79,0,74,79,79,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Andy Green,us US,R,R,4,0,4,1,0,0,0,1,1,0,0,0,0,0,0,4,0,
2009,Anderson Hernández,do DO,B,R,46,39,46,45,0,0,0,8,0,38,0,0,0,0,0,3,0,
2009,Liván Hernández,cu CU,R,R,24,23,22,23,23,0,0,0,0,0,0,0,0,0,0,1,0,
2009,John Maine,us US,R,R,16,15,16,15,15,0,0,0,0,0,0,0,0,0,0,0,1,
2009,Fernando Martínez,do DO,L,R,29,23,29,25,0,0,0,0,0,0,11,8,6,25,0,5,0,
2009,Ramón Martínez,us US,R,R,12,11,12,12,0,0,0,2,0,10,0,0,0,0,0,0,0,
2009,Pat Misch,us US,R,L,22,7,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Daniel Murphy,us US,L,R,155,124,155,128,0,0,101,0,0,0,27,0,0,27,0,29,0,
2009,Jon Niese,us US,L,L,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Fernando Nieve,ve VE,R,R,8,7,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Darren O'Day,us US,R,R,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Ángel Pagán,pr PR,B,R,88,80,88,84,0,0,0,0,0,0,20,61,6,84,0,7,0,
2009,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2009,Bobby Parnell,us US,R,R,68,8,65,68,68,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Mike Pelfrey,us US,R,R,31,31,29,31,31,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Óliver Pérez,mx MX,L,L,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,
2009,J.J. Putz,us US,R,R,29,0,28,29,29,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Tim Redding,us US,R,R,30,17,28,30,30,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Jeremy Reed,us US,L,L,126,24,126,73,0,0,4,0,0,0,50,12,8,69,0,60,1,
2009,Argenis Reyes,do DO,B,R,9,3,9,4,0,0,0,3,0,1,0,0,0,0,0,5,0,
2009,José Reyes,do DO,B,R,36,35,36,35,0,0,0,0,0,35,0,0,0,0,0,1,0,
2009,Francisco Rodríguez,ve VE,R,R,70,0,65,70,70,0,0,0,0,0,0,0,0,0,0,0,0,AS
2009,Johan Santana,ve VE,L,L,25,25,23,25,25,0,0,0,0,0,0,0,0,0,0,0,0,AS
2009,Omir Santos,pr PR,R,R,96,74,96,91,0,91,0,0,0,0,0,0,0,0,0,11,3,
2009,Brian Schneider,us US,L,R,59,52,59,57,0,57,0,0,0,0,0,0,0,0,0,2,0,
2009,Gary Sheffield,us US,R,R,100,68,100,63,0,0,0,0,0,0,46,0,18,63,6,32,0,
2009,Brian Stokes,us US,R,R,69,0,66,69,69,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Tobi Stoner,de DE,B,R,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2009,Cory Sullivan,us US,L,L,64,32,64,44,0,0,0,0,0,0,38,6,2,44,0,23,1,
2009,Jon Switzer,us US,L,L,4,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Ken Takahashi,jp JP,L,L,28,0,26,28,28,0,0,0,0,0,0,0,0,0,0,0,0,
2009,Fernando Tatís,do DO,R,R,125,79,125,96,0,0,41,7,27,2,26,0,2,28,0,40,1,
2009,Josh Thole,us US,L,R,17,15,17,16,0,16,0,0,0,0,0,0,0,0,0,1,0,
2009,Wilson Valdéz,do DO,R,R,41,23,41,35,0,0,0,1,1,32,2,0,0,2,0,5,3,
2009,Billy Wagner,us US,L,L,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,
2009,David Wright,us US,R,R,144,142,144,142,0,0,0,0,142,0,0,0,0,0,0,2,0,AS
2008,Moisés Alou,us US,R,R,15,14,15,13,0,0,0,0,0,0,13,0,0,13,1,1,0,
2008,Marlon Anderson,us US,L,R,87,23,87,31,0,0,6,1,0,0,25,0,0,25,1,60,0,
2008,Tony Armas,ve VE,R,R,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Luis Ayala,mx MX,R,R,19,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Carlos Beltrán,pr PR,B,R,161,159,161,158,0,0,0,0,0,0,0,158,0,158,1,2,0,"MVP-21,GG"
2008,Robinson Cancel,pr PR,R,R,27,9,27,15,0,15,0,0,0,0,0,0,0,0,0,13,0,
2008,Raúl Casanova,pr PR,B,R,20,13,20,13,0,13,0,0,0,0,0,0,0,0,0,7,0,
2008,Luis Castillo,do DO,B,R,87,78,87,81,0,0,0,81,0,0,0,0,0,0,0,6,0,
2008,Ramón Castro,pr PR,R,R,52,40,52,47,0,47,0,0,0,0,0,0,0,0,0,7,0,
2008,Endy Chávez,ve VE,L,L,133,56,133,120,0,0,0,0,0,0,54,10,60,120,0,19,4,
2008,Ryan Church,us US,L,L,90,81,90,83,0,0,0,0,0,0,0,0,83,83,0,9,0,
2008,Brady Clark,us US,R,R,7,2,7,4,0,0,0,0,0,0,2,0,2,4,0,3,0,
2008,Carlos Delgado,pr PR,L,R,159,156,159,154,0,0,154,0,0,0,0,0,0,0,2,3,0,MVP-9
2008,Damion Easley,us US,R,R,113,70,113,83,0,0,4,64,1,8,7,0,0,7,1,35,1,
2008,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2008,Nick Evans,us US,R,R,50,26,50,31,0,0,3,0,0,0,28,0,0,28,0,20,2,
2008,Pedro Feliciano,pr PR,L,L,86,0,84,86,86,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Nelson Figueroa,us US,B,R,16,6,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Aaron Heilman,us US,R,R,78,0,75,78,78,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Brandon Knight,us US,L,R,4,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Eddie Kunz,us US,R,R,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,
2008,John Maine,us US,R,R,26,25,26,25,25,0,0,0,0,0,0,0,0,0,0,0,1,
2008,Pedro Martínez,do DO,R,R,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Ramón Martínez,us US,R,R,7,4,7,5,0,0,0,5,0,0,0,0,0,0,0,1,1,
2008,Gustavo Molina,ve VE,R,R,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
2008,Carlos Muñiz,us US,R,R,18,0,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Daniel Murphy,us US,L,R,49,30,49,32,0,0,0,0,0,0,32,0,0,32,0,19,0,
2008,Jon Niese,us US,L,L,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Trot Nixon,us US,L,L,11,10,11,10,0,0,0,0,0,0,6,0,5,10,0,1,0,
2008,Abraham Núñez,do DO,B,R,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
2008,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2008,Ángel Pagán,pr PR,B,R,31,23,31,24,0,0,0,0,0,0,21,2,1,24,0,8,0,
2008,Bobby Parnell,us US,R,R,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Mike Pelfrey,us US,R,R,32,32,30,32,32,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Óliver Pérez,mx MX,L,L,34,34,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Andy Phillips,us US,R,R,4,1,4,3,0,0,1,0,0,0,2,0,0,2,0,2,0,
2008,Argenis Reyes,do DO,B,R,49,20,49,27,0,0,0,27,0,0,0,0,0,0,0,25,0,
2008,José Reyes,do DO,B,R,159,159,159,158,0,0,0,0,0,158,0,0,0,0,0,0,0,MVP-24
2008,Ricardo Rincón,mx MX,L,L,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Duaner Sánchez,do DO,R,R,66,0,64,66,66,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Johan Santana,ve VE,L,L,34,34,32,34,34,0,0,0,0,0,0,0,0,0,0,0,0,"CYA-3,MVP-14"
2008,Brian Schneider,us US,L,R,110,98,110,109,0,109,0,0,0,0,0,0,0,0,0,3,1,
2008,Scott Schoeneweis,us US,L,L,73,0,71,73,73,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Joe Smith,us US,R,R,82,0,80,82,82,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Jorge Sosa,do DO,R,R,20,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Brian Stokes,us US,R,R,24,1,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Fernando Tatís,do DO,R,R,92,66,92,79,0,0,6,0,4,0,51,0,39,71,0,20,0,
2008,Claudio Vargas,do DO,R,R,11,4,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,
2008,Billy Wagner,us US,L,L,45,0,42,45,45,0,0,0,0,0,0,0,0,0,0,0,0,AS
2008,Matt Wise,us US,R,R,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,
2008,David Wright,us US,R,R,160,160,160,159,0,0,0,0,159,0,0,0,0,0,1,0,0,"AS,MVP-7,GG,ss"
2007,Sandy Alomar,pr PR,R,R,8,4,8,6,0,6,0,0,0,0,0,0,0,0,0,2,0,
2007,Moisés Alou,us US,R,R,87,84,87,84,0,0,0,0,0,0,84,0,0,84,0,3,0,
2007,Chip Ambres,us US,R,R,3,0,3,1,0,0,0,0,0,0,0,0,1,1,0,2,0,
2007,Marlon Anderson,us US,L,R,43,11,43,17,0,0,1,0,0,0,12,3,1,16,0,32,0,
2007,Carlos Beltrán,pr PR,B,R,144,141,144,141,0,0,0,0,0,0,0,141,0,141,0,3,0,"AS,MVP-20,GG,SS"
2007,Ambiorix Burgos,do DO,R,R,17,0,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,
2007,Luis Castillo,do DO,B,R,50,48,50,50,0,0,0,50,0,0,0,0,0,0,0,0,0,
2007,Ramón Castro,pr PR,R,R,52,35,52,50,0,50,0,0,0,0,0,0,0,0,0,6,0,
2007,Endy Chávez,ve VE,L,L,71,32,71,67,0,0,0,0,0,0,37,10,24,67,0,6,9,
2007,Willie Collazo,pr PR,L,L,6,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,
2007,Jeff Conine,us US,R,R,21,8,21,14,0,0,11,0,0,0,2,0,1,3,0,10,0,
2007,Carlos Delgado,pr PR,L,R,139,139,139,138,0,0,138,0,0,0,0,0,0,0,1,0,0,
2007,Mike Difelice,us US,R,R,16,11,16,16,0,16,0,0,0,0,0,0,0,0,0,0,0,
2007,Damion Easley,us US,R,R,76,46,76,52,0,0,2,39,2,0,3,0,6,9,0,25,0,
2007,Player,Birth,B,T,G,GS,Batting,Defense,P,C,1B,2B,3B,SS,LF,CF,RF,OF,DH,PH,PR,Awards
2007,Pedro Feliciano,pr PR,L,L,78,0,76,78,78,0,0,0,0,0,0,0,0,0,0,0,0,
2007,Julio Franco,do DO,R,R,40,7,40,8,0,0,6,0,2,0,0,0,0,0,1,32,0,
2007,Tom Glavine,us US,L,L,35,34,33,34,34,0,0,0,0,0,0,0,0,0,0,1,0,
2007,Carlos Gómez,do DO,R,R,58,34,58,52,0,0,0,0,0,0,27,4,22,52,0,6,5,
2007,Rubén Gotay,pr PR,B,R,98,36,98,43,0,0,0,37,2,5,0,0,0,0,0,57,1,
2007,Shawn Green,us US,L,L,130,117,130,122,0,0,17,0,0,0,0,0,110,110,0,9,1,
